title,citation,date,form,part_of,part_of_links,condition,copyright,imageLink,uniqueID,parent_uniqueID,parent_date,parent_desc,parent_title,parent_scope,physical_desc,subject,physical_desc_notes,numbers,other,scope,date_notes,title_notes,notes,author,author_notes,finding_aids,scale
Don Section,"Fonds 200, Series 372, Subseries 10, Item 481","April 8, 1915",,Subseries 10; Bloor Street Viaduct photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0010/s0372_ss0010_it0481.jpg,263116,83955,1912-1923,862 photographs : b&w; ; 13 x 18 cm and smaller,Bloor Street Viaduct photographs,"Subseries consists of images that document progress views, structural details, structural failures, and equipment associated with the construction of the Bloor Street Viaduct. Later known as the Prince Edward Viaduct, this structure spans the Don River and connects Bloor Street East with Danforth Avenue. 
Photographs in this subseries are organized into four general groups. The first group consists of images showing the surveying of the route (ca. 1912-1916), with an emphasis on Glen Road, Castle Frank Road, and Danforth Avenue. The second group (ca. 1915-1918) focuses on the construction of the Don Section from the beginning of construction in January 1915 to the opening in October 1918. The third group documents the construction of the Rosedale Section from 1915 to 1918, including the opening in October 1917. The fourth and final group shows the construction of the Bloor Section (ca. 1915-1921), including the opening in August 1919. 
Also included in this subseries are views of Glen Road and the Glen Road bridge, Howard Street, Dale Avenue, Parliament Street, the Sherbourne Street bridge, Rosedale Valley Road, Castle Frank Road, and the Don River.",1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,
Model of proposed railway lands development,"Fonds 200, Series 1465, File 117, Item 63",[between 1980 and 1998],Photographs,File 117; Miscellaneous,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0117_id0063.jpg,442958,306952,[between 19780and 1998],428 transparencies : col. ; b&w; ; 35mm ,Miscellaneous : vol. 1,File consists of images of buildings and building models. Many relate to the waterfront area.,,MODELS (REPRESENTATIONS) (browse  records) WATERFRONTS (browse  records),,,,,,,,,,,
Six Points Interchange area,"Fonds 220, Series 65, File 150, Item 25",,,File 150; Six Points Interchange area,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0220/ser0065/s0065_fl0150_it0025.jpg,435673,340493,"June 16, 1960",72 photographs : b&w; negatives,Six Points Interchange area,"File consists of photographs of the area around the Six Points Interchange, the area where Kipling Avenue, Dundas Street West, and Bloor Street West meet, before it was built.",,,,,,,,,,,,,
Looking south to Dufferin Gate at Exhibition Place,"Fonds 200, Series 1465, File 402, Item 3",[between 1978 and 1986],Photographs,File 402; Various downtown locations,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0402_it0003.jpg,453035,322271,"1978-1986, 1993",33 transparencies : col ; 35mm,Various downtown locations,"File consists of images of the city core, as well as a small number of planning maps.",,,,,,,,,,,,,
Sir William Campbell House move,"Fonds 124, File 2, Item 146","March 31, 1972",Photographs,"File 2; Buildings, Part 2",,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0124/f0124_fl0002_id0146.jpg,429326,127337,1966-1972,158 transparencies : col. ; 35 mm,"Buildings, Part 2","File consists of colour slides documenting major streets, storefronts, and prominent buildings in central Toronto, including the Odeon-Carlton Theatre, Consumers Gas Building on Toronto Street, the Bank of Montreal at Yonge and Front streets, St. Lawrence Market, Holy Trinity Church, All Saint's Church, Metropolitan United Church, St. Paul's Cathedral, St. Jame's Cathedral, the City Morgue on Lombard Street, the Lombard Street Fire Hall, University College, Knox College, Trinity College, Victoria Colege, Hart House, the Gooderham Building, Gooderham & Worts, the Temple Building, Osgood Hall, the Harbour Commissioners Building, the Star Building, Pier 6 and RCYC dock, the Liberal Club, and the Ontario Club. The streetscapes show coners, buildings, and stores along Yonge Street, Adelaide Street, Bloor Street, Bay Street, Berekely Street, Queen Street, and King Street. There are also several skyline and aerial views.","1 transparency : col. slide, diapositive (Kodachrome) ; 35 mm",,,Ellis Wiley slide number: L2.81-7382.,,,,,,,,,
North side of St. Mary's west of Bay,"Fonds 200, Series 1465, File 753, Item 5",[between 1980 and 1988],Photographs,"File 753; Kew Beach, Palmerston Boulevard and area of 1033 Bay",,OPEN - No restrictions on these government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0753_it0005.jpg,600928,325787,[198-?]-1988," 
26 transparencies : colour ; 35mm","Kew Beach, Palmerston Boulevard and area of 1033 Bay","File consists of images of highrises and townhouses on Bay, St.Nicholas, Inkerman and Irwin; Kew Beach; and Palmerston Boulevard.",,HIGHRISE BUILDINGS (browse  records),,,,,,,,,,,
Unidentified street,"Fonds 200, Series 1465, File 751, Item 2",[between 1972 and 1978],Photographs,"File 751; Metro centre models, railway lands maps, and Brant street and area",,OPEN - No restrictions on these government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0751_it0002.jpg,600884,325784,1972-[198-]," 
27 transparencies : colour ; 35mm","Metro centre models, railway lands maps, and Brant street and area","File consists of images of models of Metro Centre, planning maps from the railway lands part II development plan, and images of Brant Street and the surrounding area. File also includes images of the CN Tower and SkyDome under construction.",,,,,,,,,,,,,
Parks,"Fonds 124, File 10, Item 41",,,File 10; Parks,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0124/f0124_fl0010_id0041.jpg,430258,127345,1946-1983,42 transparencies : col. ; 35 mm,Parks,"File consists of colour slides documenting Toronto parks including High park, Riverdale Park, Toronto Island, Trethewey Park, James Gardens, Creek Park, Boyd Park, and Don Valley Park.",,,,,,,,,,,,,
"Queen St, west, from Sherbourne St, (Way Department)","Fonds 16, Series 71, Item 10266","May 8, 1934",,Series 71; Central photography series of the Toronto Transit Commission,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser71/s0071_it10266.jpg,43276,25217,,,,,"1 photoprint : b&w; ; 13 x 18 cm
1 photonegative : glass, b&w; ; 13 x 18 cm",,,,,The item is a photograph of a view looking at Queen Street west from Sherbourne Street.,,,,Alfred Pearson,,,
Old houses ( rear view ) 97 Elizabeth Street,"Fonds 200, Series 372, Subseries 32, Item 56","February 23, 1912",Photographs,Subseries 32; Health Department photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0032/s0372_ss0032_it0056.jpg,84235,83977,1911-1940,"ca. 245 photoprints : b&w; ; 13 x 18 cm and smaller
909 photonegatives : b&w; ; 13 x 18 cm and smaller",Health Department photographs,"Subseries consists of images taken for the Department of Health by the Department of Works photographer. Arranged in chronological order, these photographs focus on issues of concern to the Health Department during the tenure of Medical Officer of Health Dr. Charles Hastings. Subjects addressed in the photographs include: food and milk control, housing conditions and overcrowding, sanitation (including sewage disposal, plumbing, and drainage), quarantine and communicable disease control, potable water and water treatment, infants' clinics and mothers' classes, the activities of visiting public health nurses, and health and dental clinics held in Toronto public schools.
Subseries also includes photographs of offices, laboratories, and equipment associated with the operation of the Department of Health, as well as copies of charts and diagrams illustrating various public health statistics for Toronto.",1 photoprint : b&w; ; 13 x 18 cm. — 1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,
"University Armory, officers training","Fonds 1266, Item 69229","September 25, 1940",Photographs,Fonds 1266; Globe and Mail fonds,,OPEN - No restrictions on these non-government records.,"Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 69229.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it69229.jpg,570591,46341,,,,,1 photonegative : b&w; ; nitrate ; 10 x 13 cm,,Original nitrate negative was digitized in 2012. Researches are not able to access the original negative. Please refer to the digital file.,Previously cited: City of Toronto Archives SC 266-69229.,,,,,,,,,
C. N. E. Grandstand,"Fonds 200, Series 372, Subseries 1, Item 773","March 20, 1928",Photographs,Subseries 1; Architect's photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0773.jpg,100983,83946,1912-1952,ca. 1678 photographs : b&w; ; 13 x 18 cm and smaller,Architect's photographs,"Subseries consists of photographs taken on behalf of the City Architect's Department to document their activities. Photographs illustrate different types of buildings (e.g., residential, commercial, industrial) located across the City, and in various states of repair. Subseries includes views of buildings under construction, buildings undergoing repair work, buildings exhibiting structural damage (e.g., leaning walls, foundation cracks, collapsed chimneys), and buildings damaged by events such as frost, fire, or explosion.",1 photoprint : b&w; ; 13 x 18 cm. — 1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,
St. David's Presbyterian Church,"Fonds 1231, Item 344","August 30, 1911","Photographs
Photographs - buildings - exterior views",Fonds 1231; James Salmon collection,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1231/f1231_it0344.jpg,79371,78988,,,,,1 photonegative : b&w; ; 13 x 18 cm,CHURCHES (browse  records),,,,,,,,,"City of Toronto Archives, Fonds 1231, Item 344",,
Ver Mehr Filter — Piping between Filters 5 and 7,"Fonds 200, Series 372, Subseries 72, Item 669","February 24, 1916",Photographs,Subseries 72; Toronto Water Works photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0072/s0372_ss0072_it0669.jpg,98651,84021,1910-1953,"ca. 140 photoprints : b&w; ; 13 x 18 cm and smaller
ca. 1004 photonegatives : b&w; ; 13 x 18 cm and smaller",Toronto Water Works photographs,"Subseries consists of photographs documenting Toronto's water distrubution network during the first half of the twentieth century. Photographs in this subseries fall into two general categories: general views of facilities and detail views of specific components of the city's filtration plants, reservoirs, and pumping stations (e.g., pumps, filters, conduits, intake pipes, etc.). Subseries also features photographs of charts, plans, and mechanical drawings relating to water levels, water consumption, and water works facilities. Photographs in this subseries are arranged chronologically.",1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,
View of Lord Simcoe Hotel at York and King,"Fonds 1526, File 50, Item 27","April 7, 1980",Photographs,File 50; Hotels in Toronto,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1526/f1526_fl0050_it0027.jpg,517040,456437,"June 24, 1973-August 19, 1983","44 transparencies : col. slides, diapositive (Kodachrome) ; 35 mm",Hotels in Toronto,"File consists of 44 35mm Kodachrome slide transparencies of various Toronto hotels, including: the New Broadview House Hotel, the Harbour Castle Hilton, the Holiday Inn Colony Hotel on Chestnut Street, the Lord Simcoe Hotel, and the Sheraton Centre Downtown Hotel.",1 transparency : col. ; 35 mm,,,,,,,,,,,,
"Demolition of a building, formerly used by the Toronto Street Railway Company and Toronto Railway Company, located on the northwest corner of Front St E. and Frederick St, interior view","Fonds 1526, File 55, Item 36","February 1, 1979",,File 55; Toronto Street Railway (TSR)/Toronto Railway Company (TRC) Shops demolition,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1526/f1526_fl0055_it0036.jpg,517440,456691,"December 12, 1978-February 8, 1979","118 transparencies : col. slides, diapositive (Kodachrome) ; 35 mm",Toronto Street Railway (TSR)/Toronto Railway Company (TRC) Shops demolition,"File consists of photographs of the demolition of a building located at the northwest corner of Front St East and Frederick St. Originally this building was the shops building used by the Toronto Street Railway Company, which it opened in 1882 as a carhouse and shops for the horse drawn cars. The property was acquired by the Toronto Railway Company in 1891 and it continued to be used to build and repair streetcars. The property was acquired by the Toronto Transportation Commission in 1921, however by that time the facility had become obsolete and the TTC vacated the building when Hillcrest opened in 1924.",1 transparency : col. ; 35 mm,,,,,,,,,,,,
Port Industrial Lands looking north-west from above,"Fonds 200, Series 1465, File 248, Item 11",[between 1980 and 1998],Photographs,"File 248; Waterfront, design charette",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0248_it0011.jpg,448431,307082,[between 1977 and 1998],13 transparencies : col. ; 35mm ,"Waterfront, design charette","File consists of maps, diagrams, sketches, text, and other visuals to do with planning redevelopment on the waterfront.",,,,,,,,,,,,,
Casa Loma,"Fonds 124, File 3, Item 22","June, 1973",Photographs - details,"File 3; Buildings, Part 3",,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0124/f0124_fl0003_id0022.jpg,429360,127338,1972-1991,200 transparencies : col. ; 35 mm,"Buildings, Part 3","File consists of colour slides documenting major streets, storefronts, and prominent buildings in central Toronto, including City Hall (1899-1965), City Hall (1965- ), Nathan Phillips Square, Don Jail, Terminal Warehouse, Eaton's College Street, Eaton's Annex, Birk's (Yonge Street), Downtown Theatre, Imperial Theatre, University Theatre, Royal Ontario Museum, the Yorkville Fire Hall, St. Paul's Cathedral (exterior and interior), Church of the Redeemer, St. Basil's Cathedral, St. James Cathedral, Little Trinity Church, the Consumer's Gas building on Berkely Street, Royal York Hotel, Lord Simcoe Hotel, Confederation Life Building, the Domestic Science Building at Queen's Park and Bloor, Casa Loma, the Sunnyside Bathing Pavillion, the Cyclotron (Front Street), SkyDome, the Monarch Flour Mills, and the Dominion Coal Silos. The streetscapes show corners, buildings and storefronts along downtown streets including Yonge Street, Adelaide Street, Front Street and Wellington Street.","1 transparency : col. slide, diapositive (Kodachrome) ; 35 mm",ARCHES (browse  records) ARCHITECTURAL ELEMENTS (browse  records),,Ellis Wiley slide number: L2.81-7826.,,,,,,,,,
"Man with string of fish, French River Bungalow Camp","Fonds 1257, Series 1057, Item 9608",[between 1935? and 1956],Photographs,Series 1057; Alexandra Studio commissioned photographs,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it9608.jpg,220423,210141,,,,,1 photonegative : b&w;,fishing (browse  records) vacation homes (browse  records),,,,,,,,,,,
"Underground construction, Shuter Street","Fonds 1128, Series 381, File 33, Item 6658-7",,,"File 33; Underground construction, Shuter Street",,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser381/s0381_fl0033_id6658-7.jpg,425827,103025,"Mar. 17, 1950",7 photonegatives : b&w; ; 10 cm x 13 cm,"Underground construction, Shuter Street",,,,,,,,,,,,,,
Skating at Nathan Phillips Square,"Fonds 200, Series 1465, File 674, Item 12",[between 1990 and 1992],Photographs,File 674; Nathan Phillips Square,,OPEN - No restrictions on these government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0674_it0012.jpg,575081,324851,1990-1992,36 transparencies : colour ; 35mm,Nathan Phillips Square,"File consists of images of Nathan Phillips Square, including the pool, skating rink and Peace Garden. File also includes images of Old City Hall.",,OUTDOOR RINKS (browse  records) skating (browse  records),,,,,,,,,,,
"Holiday trip, Orford Lake and mountain, Quebec, car in foreground","Fonds 1266, Item 18273","August 14, 1929",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 18273.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it18273.jpg,300739,46341,,,,,"1 photonegative : b&w;, safety film ; 10 x 13 cm",LAKES (browse  records) AUTOMOBILES (browse  records),"Negative was reformatted from nitrate film to safety film, between 1987 and 1990.",Previously cited: City of Toronto Archives SC 266-18273,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
Don River south of Eastern looking north-east,"Fonds 200, Series 1465, File 678, Item 34",[between 1988 and 1990],Photographs,File 678; Don River,,OPEN - No restrictions on these government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0678_it0034.jpg,575188,324856,1988-1990,39 transparencies : colour ; 35mm,Don River,"File consists of images of the Don River and bridges over it between Lake Shore and Riverdale Park. Includes are railway bridges, both used and abandoned, south of Queen.",,,,,,,,,,,,,
"Gray Coach Lines, agent's winter hat, (Motor Coach Department)","Fonds 16, Series 71, Item 7394","February 4, 1930",,Series 71; Central photography series of the Toronto Transit Commission,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser71/s0071_it7394.jpg,41574,25217,,,,,"1 photoprint : b&w; ; 13 x 18 cm
1 photonegative : glass, b&w; ; 13 x 18 cm",,,,,The item is a photograph looking at Gray Coach Lines Agent winter hat.,,,,Alfred Pearson,,,
Pier B,"Fonds 200, Series 372, Subseries 60, Item 176","April 3, 1924",Photographs,Subseries 60; Construction photographs of St. Clair Avenue E. viaduct,,"OPEN - No restrictions on these government records.To preserve the original photographs, researchers should consult the mircofilm reference copies available in the Research Hall, or view the images on-line.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0060/s0372_ss0060_it0176.jpg,296948,84008,1922-1924,"394 photoprints : b&w; ; 13 x 18 cm and smaller
394 photonegatives : b&w; ; 13 x 18 cm and smaller",Construction photographs of St. Clair Avenue E. viaduct,"Subseries consists of photographs documenting the construction of the St. Clair Viaduct located at St. Clair Ave. E. between Avoca Ave. and Inglewood Dr. Spanning the Vale of Avoca ravine, this structure replaced an older steel bridge that had been built in 1890. 
Arranged chronologically, photographs provide general, detail, and birds eye views of the progress of construction, including images of the excavation, timbering, footings, abutments, and concrete forms. Subseries also include images of the dismantling of the old steel bridge and the diversion of the creek running through the ravine. 
The following streets are referenced in this subseries: St. Clair Ave. E., Pleasant Blvd., Avoca Ave., Mount Pleasant Blvd., and Inglewood Dr.","1 photonegative : b&w; ; 13 x 18 cm
1 photoprint : b&w; ; 13 x 18 cm",,,,"This photograph may be available on microfilm, located in the Research Hall microfilm cabinets at the City of Toronto Archives.",,,,,,,,
"C.N.E., women's swim, line up for start","Fonds 1266, Item 14542","August 29, 1928",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 14542.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it14542.jpg,290434,46341,,,,,"1 photonegative : b&w;, glass ; 9 x 11 cm",,,Previously cited: City of Toronto Archives SC 266-14542.,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
View of mythic stone engraving ,"Fonds 1526, File 98, Item 23","June 8, 1981",,File 98; Canada's Wonderland,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1526/f1526_fl0098_it0023.jpg,521596,457481,"June 8, 1981","114 transparencies : col. slides, diapositive (Kodachrome) ; 35 mm",Canada's Wonderland,,1 transparency : col. ; 35 mm,,,,,,,,,,,,
Ontario Place,"Fonds 124, File 9, Item 139",,,File 9; Ontario Place,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0124/f0124_fl0009_id0139.jpg,430180,127344,1972-1989,176 transparencies : col. ; 35 mm,Ontario Place,"File consists of colour slides documenting Ontario Place on Toronto's waterfront. There are images of the CNE from Ontario Place, the Cinesphere, the pavillions, Lakeshore Beach, the marina, the lagoon, and the Forum. There are also pictures showing the activities of the patrons, such as roller skating, kite flying, and children in the water park.",,,,,,,,,,,,,
Homemade fire apparatus made by J. Karl Lee,"Fonds 249, Series 61, File 151, Item 1",,,File 151; Homemade fire apparatus made by J. Karl Lee,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0249/ser0061/s0061_fl0151_id0001.jpg,444251,207336,[between 1927 and 1940],4 photonegatives : b&w;,Homemade fire apparatus made by J. Karl Lee,,,,,,,,,,,,,,
Outer Harbour plans and aquatic park,"Fonds 200, Series 1465, File 294, Item 8",1977,Photographs,File 294; Outer harbour plans and aquatic park,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0294_it0008.jpg,449792,321985,1977,13 transparencies : col ; 35mm,Outer harbour plans and aquatic park,"File consists of maps, diagrams, sketches, text, and other visuals to do with planning redevelopment on the waterfront.",,,,,,,,,,,,,
Turnstiles at King Station,"Fonds 1128, Series 381, File 246, Item 10624-2",,,File 246; Turnstiles at King Station,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser381/s0381_fl0246_id10624-2.jpg,426995,103943,"April 21, 1953",2 photonegatives : b&w; ; 10 cm X 13 cm,Turnstiles at King Station,,,,,,,,,,,,,,
View of Queen Street Eaton's store just prior to demolition,"Fonds 1526, File 86, Item 86","April 27, 1977",,File 86; Eaton's Yonge-Queen department store demolition wrecking crane,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1526/f1526_fl0086_it0086.jpg,520608,457451,"April 12, 1977-May 18, 1977","145 transparencies : col. slides, diapositive (Kodachrome) ; 35 mm",Eaton's Yonge-Queen department store demolition wrecking crane,,1 transparency : col. ; 35 mm,,,,,,,,,,,,
"303, 305, 307 Yonge Street","Fonds 200, Series 372, Subseries 3, Item 463","May 17, 1922",Photographs,Subseries 3; Assessment photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0003/s0372_ss0003_it0463.jpg,93262,83947,1911-1947,ca. 1200 photographs : b&w; ; 13 x 18 cm and smaller,Assessment photographs,"Subseries consists of photographs taken on behalf of the Assessment Department to assist in their evaluation of property values within the former City of Toronto. City Photographer Arthur Goss was reponsible for photographs taken prior to 1940.
Subseries also includes a 1915 diagram showing the density of Toronto's population by Assessment System (Item 148).",1 photoprint : b&w; ; 13 x 18 cm. — 1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,
View of Queen Street East at Parliament Street,"Fonds 1526, File 75, Item 16","May 4, 1977",Photographs - streetscapes,File 75; Queen Street East street scenes,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1526/f1526_fl0075_it0016.jpg,519777,457141,"January 9, 1973-July 25, 1984","102 transparencies : col. slides, diapositive (Kodachrome) ; 35 mm",Queen Street East street scenes,File consists of 102 35mm Kodachrome slide transparencies of street scenes along Queen Street East with a focus on street traffic and public transportation. Photographs were taken between 1973 and 1984.,1 transparency : col. ; 35 mm,,,,,,,,,,,,
Rebuilding after Halifax explosion,"Fonds 1244, Item 2447","December, 1917",Photographs,Fonds 1244; William James family fonds,,"OPEN - No restrictions on these non-government records.Reseachers may not have access to original prints or negatives, but may use the reference prints available in the Research Hall.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it2447.jpg,86651,46340,,,,,1 photoprint : b&w; ; 20 x 25 cm. — 1 photonegative : b&w; ; 9 x 15 cm,CONSTRUCTION (browse  records) BUILDING MATERIALS (browse  records) DISASTERS (browse  records),neg is an original nitrate neg.,,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume 31.",,,,,,,,
"Demolition of Firstbrook Bros., 287 King St E. - view from Ontario at King","Fonds 1526, File 59, Item 57","April 23, 1980",,"File 59; Firstbrook Brothers, Ltd. building demolition",,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1526/f1526_fl0059_it0057.jpg,517989,456736,"January 15, 1980-May 13, 1980","73 transparencies : col. slides, diapositive (Kodachrome) ; 35 mm","Firstbrook Brothers, Ltd. building demolition",,1 transparency : col. ; 35 mm,,,,,,,,,,,,
View of Casa Loma from tower of stables,"Fonds 1244, Item 4030",[ca. 1920],Photographs,Fonds 1244; William James family fonds,,"OPEN - No restrictions on these non-government records.Reseachers may not have access to original prints or negatives, but may use the reference prints available in the Research Hall.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it4030.jpg,87137,46340,,,,,1 photoprint : b&w;,HOUSES (browse  records),,,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume",,,,,,,,
Yonge looking north to College,"Fonds 200, Series 1465, File 21, Item 4",[198-],Photographs,File 21; Capital works - Yonge Street and College Street ,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0021_id0004.jpg,439675,306856,[198-],39 transparencies : col. ; 35mm,Capital works - Yonge Street and College Street ,"This file consists of 35 photographs and 4 architectual drawings depicting Yonge Street and College Park, including sidewalk construction.",,,,,,,,,,,,,
